Alpha, Beta, Density, Flux
0.2,0.15,0.2409825,0.074505
0.2,0.15,0.3532725,0.0596575
0.2,0.15,0.2866375,0.0601675
0.2,0.15,0.30316,0.0629025
0.2,0.15,0.2683875,0.0623525
0.2,0.15,0.2943775,0.0631175
0.2,0.15,0.2325425,0.07208
0.2,0.15,0.3261375,0.053065
0.2,0.2,0.24709,0.0609075
0.2,0.2,0.2561425,0.07195
0.2,0.2,0.12268,0.09416
0.2,0.2,0.2812575,0.0757525
0.2,0.2,0.194505,0.0947875
0.2,0.2,0.278275,0.0657525
0.2,0.2,0.248095,0.0695075
0.2,0.2,0.244365,0.086395
0.2,0.2,0.284815,0.0697
0.2,0.2,0.27196,0.06529
0.2,0.25,0.1149075,0.0978375
0.2,0.25,0.1238125,0.102955
0.2,0.25,0.256045,0.068485
0.2,0.25,0.2070425,0.0824225
0.2,0.25,0.133915,0.1031575
0.2,0.25,0.2749975,0.077765
0.2,0.25,0.1218525,0.0928975
0.2,0.25,0.128475,0.1004475
0.2,0.25,0.1459775,0.105715
0.2,0.25,0.1600575,0.10587
0.2,0.3,0.129655,0.1032075
0.2,0.3,0.21135,0.0769875
0.2,0.3,0.1350325,0.1099
0.2,0.3,0.1940675,0.08625
0.2,0.3,0.139365,0.10794
0.2,0.3,0.1294175,0.10611
0.2,0.3,0.119905,0.1018125
0.2,0.3,0.2322775,0.07838
0.2,0.3,0.12692,0.1019625
0.2,0.3,0.146125,0.108565
0.2,0.35,0.12106,0.1045375
0.2,0.35,0.12057,0.1008675
0.2,0.35,0.1226075,0.0968525
0.2,0.35,0.21742,0.0706
0.2,0.35,0.1185375,0.1020175
0.2,0.35,0.102305,0.0935575
0.2,0.35,0.12493,0.1064525
0.2,0.35,0.11015,0.0979025
0.2,0.35,0.12799,0.10776
0.2,0.35,0.1325025,0.109125
0.2,0.4,0.1188375,0.1020175
0.2,0.4,0.1115125,0.09985
0.2,0.4,0.1183275,0.0962475
0.2,0.4,0.11572,0.1008875
0.2,0.4,0.1104475,0.0964625
0.2,0.4,0.13327,0.09469
0.2,0.4,0.128885,0.105575
0.2,0.4,0.2000875,0.0893775
0.2,0.4,0.116395,0.0973075
0.2,0.4,0.1191325,0.095645
0.2,0.45,0.118325,0.1013925
0.2,0.45,0.10932,0.0977775
0.2,0.45,0.1237425,0.1047
0.2,0.45,0.1234375,0.095345
0.2,0.45,0.1904775,0.0807425
0.2,0.45,0.1126275,0.095935
0.2,0.45,0.2906025,0.0682175
0.2,0.45,0.2169675,0.0741975
0.2,0.45,0.1094525,0.0981975
0.2,0.45,0.1214375,0.10741
0.2,0.5,0.1340675,0.10281
0.2,0.5,0.1086225,0.096665
0.2,0.5,0.1234725,0.1039475
0.2,0.5,0.1155575,0.1021325
0.2,0.5,0.113015,0.101615
0.2,0.5,0.12578,0.104075
0.2,0.5,0.1015925,0.092445
0.2,0.5,0.11552,0.0986225
0.2,0.5,0.116035,0.1018975
0.2,0.5,0.207135,0.0767775
0.2,0.55,0.1171425,0.102605
0.2,0.55,0.1163275,0.10086
0.2,0.55,0.1206925,0.1026325
0.2,0.55,0.11563,0.101915
0.2,0.55,0.11544,0.096485
0.2,0.55,0.12066,0.103235
0.2,0.55,0.1081575,0.0969975
0.2,0.55,0.12423,0.1055975
0.2,0.55,0.107165,0.095865
0.2,0.55,0.2688275,0.0754275
0.2,0.6,0.0993325,0.09049
0.2,0.6,0.12172,0.1040225
0.2,0.6,0.1461325,0.1040025
0.2,0.6,0.1183825,0.101225
0.2,0.6,0.1176275,0.096365
0.2,0.6,0.1067425,0.093595
0.2,0.6,0.1241875,0.1095475
0.2,0.6,0.11738,0.103725
0.2,0.6,0.119295,0.102815
0.2,0.6,0.1315775,0.1099975
0.2,0.65,0.1010175,0.0931375
0.2,0.65,0.11949,0.1031425
0.2,0.65,0.10951,0.0990775
0.2,0.65,0.11401,0.09825
0.2,0.65,0.11924,0.106675
0.2,0.65,0.10464,0.0942875
0.2,0.65,0.10294,0.093065
0.2,0.65,0.0959575,0.089095
0.2,0.65,0.2420375,0.07882
0.2,0.65,0.1269875,0.10388
0.2,0.7,0.113745,0.1023375
0.2,0.7,0.21485,0.0790675
0.2,0.7,0.11196,0.099625
0.2,0.7,0.1137025,0.10079
0.2,0.7,0.1220025,0.102375
0.2,0.7,0.2218925,0.0757525
0.2,0.7,0.11563,0.098585
0.2,0.7,0.1100125,0.0998725
0.2,0.7,0.11188,0.1010375
0.2,0.7,0.1212,0.10162
0.2,0.75,0.1123075,0.0978425
0.2,0.75,0.1293775,0.1087675
0.2,0.75,0.100985,0.092615
0.2,0.75,0.10774,0.0966275
0.2,0.75,0.123,0.103165
0.2,0.75,0.126035,0.1065125
0.2,0.75,0.1103175,0.09947
0.2,0.75,0.1219875,0.1082
0.2,0.75,0.1265925,0.105335
0.2,0.75,0.105025,0.0953475
0.2,0.8,0.2253,0.0853
0.2,0.8,0.112055,0.0976225
0.2,0.8,0.2619475,0.06861
0.2,0.8,0.10333,0.092945
0.2,0.8,0.1221975,0.1035875
0.2,0.8,0.121505,0.099205
0.2,0.8,0.21311,0.0828325
0.2,0.8,0.1189675,0.10246
0.2,0.8,0.2405925,0.0823425
0.2,0.8,0.2421475,0.0825425
0.2,0.85,0.2287625,0.0855275
0.2,0.85,0.11381,0.101705
0.2,0.85,0.112605,0.1007475
0.2,0.85,0.22351,0.0791675
0.2,0.85,0.2437,0.0761975
0.2,0.85,0.12487,0.0985775
0.2,0.85,0.1076325,0.0977125
0.2,0.85,0.1113625,0.0993025
0.2,0.85,0.1066275,0.0987675
0.2,0.85,0.132125,0.106405
0.2,0.9,0.10477,0.0953425
0.2,0.9,0.11889,0.1036175
0.2,0.9,0.09669,0.0902875
0.2,0.9,0.100305,0.09049
0.2,0.9,0.1298925,0.108865
0.2,0.9,0.1072275,0.0997475
0.2,0.9,0.1180425,0.1029225
0.2,0.9,0.1058575,0.096705
0.2,0.9,0.1014075,0.0936575
0.2,0.9,0.1835025,0.09839
0.2,0.95,0.1476025,0.11143
0.2,0.95,0.120485,0.0996175
0.2,0.95,0.0911225,0.087625
0.2,0.95,0.11663,0.1025375
0.2,0.95,0.16737,0.0824075
0.2,0.95,0.1295725,0.11061
0.2,0.95,0.1038775,0.095845
0.2,0.95,0.1137475,0.1004475
0.2,0.95,0.1059,0.0958075
0.2,0.95,0.1145125,0.097075
0.25,0,0.8086325,0.023745
0.25,0,0.828245,0.024295
0.25,0,0.8449925,0.0236875
0.25,0,0.8570325,0.0237025
0.25,0,0.8436,0.0238725
0.25,0,0.8288025,0.0239025
0.25,0,0.8355075,0.0235575
0.25,0,0.7998575,0.0234925
0.25,0,0.8055325,0.0238075
0.25,0,0.82975,0.023485
0.25,0.05,0.63117,0.036355
0.25,0.05,0.63263,0.0373925
0.25,0.05,0.64296,0.0389225
0.25,0.05,0.610715,0.038395
0.25,0.05,0.59535,0.0408175
0.25,0.05,0.6365125,0.0378625
0.25,0.05,0.5960425,0.0403675
0.25,0.05,0.5665025,0.0399225
0.25,0.05,0.6330775,0.0371475
0.25,0.05,0.65779,0.037525
0.25,0.1,0.3877525,0.05139
0.25,0.1,0.44968,0.0511625
0.25,0.1,0.443605,0.05086
0.25,0.1,0.4147925,0.053275
0.25,0.1,0.3919325,0.0614575
0.25,0.1,0.4490475,0.050605
0.25,0.1,0.42949,0.058705
0.25,0.1,0.41202,0.0564025
0.25,0.1,0.461055,0.047355
0.25,0.1,0.45795,0.0501575
0.25,0.15,0.3550825,0.057995
0.25,0.15,0.3096775,0.06137
0.25,0.15,0.359175,0.0620225
0.25,0.15,0.31881,0.0607625
0.25,0.15,0.31147,0.0650075
0.25,0.15,0.3048625,0.06228
0.25,0.15,0.3865,0.0537325
0.25,0.15,0.33668,0.067645
0.25,0.15,0.341715,0.057525
0.25,0.15,0.2965325,0.07755
0.25,0.2,0.2793525,0.076485
0.25,0.2,0.23809,0.0785175
0.25,0.2,0.2668675,0.0763
0.25,0.2,0.3821675,0.0634
0.25,0.2,0.26367,0.0779025
0.25,0.2,0.3259875,0.0598025
0.25,0.2,0.2814475,0.0763175
0.25,0.2,0.23875,0.0749775
0.25,0.2,0.37687,0.0552475
0.25,0.2,0.261725,0.07452
0.25,0.25,0.3137475,0.065115
0.25,0.25,0.29809,0.0806875
0.25,0.25,0.261855,0.08358
0.25,0.25,0.2982175,0.074285
0.25,0.25,0.24018,0.086215
0.25,0.25,0.3320525,0.0695775
0.25,0.25,0.26904,0.0698875
0.25,0.25,0.25984,0.076075
0.25,0.25,0.2811925,0.0845825
0.25,0.25,0.24389,0.07836
0.25,0.3,0.2301075,0.0815325
0.25,0.3,0.24207,0.0862625
0.25,0.3,0.323345,0.0680725
0.25,0.3,0.2515,0.0808125
0.25,0.3,0.2119875,0.08721
0.25,0.3,0.24571,0.08736
0.25,0.3,0.163775,0.1133625
0.25,0.3,0.27976,0.07572
0.25,0.3,0.2640625,0.07115
0.25,0.3,0.1827475,0.1145775
0.25,0.35,0.3125125,0.0707825
0.25,0.35,0.23744,0.0788475
0.25,0.35,0.2719875,0.073465
0.25,0.35,0.2540525,0.07661
0.25,0.35,0.2083425,0.1086725
0.25,0.35,0.26481,0.07566
0.25,0.35,0.2982675,0.067495
0.25,0.35,0.349315,0.0618225
0.25,0.35,0.2756925,0.0718225
0.25,0.35,0.300985,0.0784225
0.25,0.4,0.2751225,0.0772075
0.25,0.4,0.237075,0.09438
0.25,0.4,0.2539475,0.0804625
0.25,0.4,0.2439025,0.1072075
0.25,0.4,0.2745175,0.084585
0.25,0.4,0.2523075,0.08098
0.25,0.4,0.24283,0.0767175
0.25,0.4,0.2889875,0.0910075
0.25,0.4,0.1696675,0.114465
0.25,0.4,0.2525075,0.08288
0.25,0.45,0.22698,0.0814125
0.25,0.45,0.1481625,0.1159625
0.25,0.45,0.2579825,0.0719025
0.25,0.45,0.2420075,0.080335
0.25,0.45,0.2594875,0.0915375
0.25,0.45,0.256575,0.0930475
0.25,0.45,0.2029875,0.079375
0.25,0.45,0.2674675,0.0802725
0.25,0.45,0.2308925,0.0772875
0.25,0.45,0.23428,0.0845025
0.25,0.5,0.2582475,0.0844325
0.25,0.5,0.2391975,0.0815325
0.25,0.5,0.233,0.09531
0.25,0.5,0.225195,0.0818625
0.25,0.5,0.24565,0.0772925
0.25,0.5,0.2541225,0.0738175
0.25,0.5,0.23304,0.0800925
0.25,0.5,0.26978,0.0757375
0.25,0.5,0.2560875,0.0828775
0.25,0.5,0.2253025,0.076715
0.25,0.55,0.29006,0.08405
0.25,0.55,0.232545,0.0779025
0.25,0.55,0.28478,0.0698325
0.25,0.55,0.2539425,0.078505
0.25,0.55,0.25849,0.074945
0.25,0.55,0.2655775,0.0873025
0.25,0.55,0.2506475,0.07596
0.25,0.55,0.2789,0.08109
0.25,0.55,0.25667,0.07854
0.25,0.55,0.2266675,0.0811525
0.25,0.6,0.24049,0.0852725
0.25,0.6,0.24517,0.0811075
0.25,0.6,0.2329775,0.0802075
0.25,0.6,0.2390175,0.0670975
0.25,0.6,0.25889,0.08488
0.25,0.6,0.229575,0.102495
0.25,0.6,0.27059,0.0674275
0.25,0.6,0.2531325,0.0787975
0.25,0.6,0.2542325,0.0765025
0.25,0.6,0.1996175,0.09702
0.25,0.65,0.2488025,0.0835425
0.25,0.65,0.2527075,0.08
0.25,0.65,0.26828,0.07329
0.25,0.65,0.248765,0.08385
0.25,0.65,0.25442,0.081495
0.25,0.65,0.2572125,0.0799375
0.25,0.65,0.21431,0.0822575
0.25,0.65,0.233845,0.0895375
0.25,0.65,0.2842925,0.0685775
0.25,0.65,0.2794525,0.0949575
0.25,0.7,0.2394125,0.07803
0.25,0.7,0.2585925,0.090785
0.25,0.7,0.245495,0.0827225
0.25,0.7,0.2830625,0.06893
0.25,0.7,0.2726975,0.0798975
0.25,0.7,0.3000525,0.083925
0.25,0.7,0.2485325,0.067095
0.25,0.7,0.26532,0.08646
0.25,0.7,0.2555075,0.08471
0.25,0.7,0.2434,0.081165
0.25,0.75,0.2517125,0.0694725
0.25,0.75,0.2239825,0.105965
0.25,0.75,0.245115,0.0867825
0.25,0.75,0.1559575,0.1218625
0.25,0.75,0.25948,0.092075
0.25,0.75,0.24432,0.0833675
0.25,0.75,0.260135,0.0860575
0.25,0.75,0.25626,0.0808925
0.25,0.75,0.27139,0.0701975
0.25,0.75,0.2392125,0.084565
0.25,0.8,0.25745,0.0872725
0.25,0.8,0.2526625,0.0839125
0.25,0.8,0.212965,0.08943
0.25,0.8,0.14245,0.1175775
0.25,0.8,0.2642425,0.08508
0.25,0.8,0.241485,0.0885925
0.25,0.8,0.2399875,0.0930875
0.25,0.8,0.2878825,0.06322
0.25,0.8,0.26487,0.0800825
0.25,0.8,0.239775,0.0884775
0.25,0.85,0.2436375,0.0694575
0.25,0.85,0.25207,0.08337
0.25,0.85,0.26163,0.082385
0.25,0.85,0.254675,0.0814925
0.25,0.85,0.2766675,0.071615
0.25,0.85,0.2380625,0.0849625
0.25,0.85,0.1434525,0.12123
0.25,0.85,0.245605,0.0756575
0.25,0.85,0.32778,0.0739775
0.25,0.85,0.2805175,0.0842325
0.25,0.9,0.27449,0.0732625
0.25,0.9,0.284855,0.0794
0.25,0.9,0.2555025,0.100675
0.25,0.9,0.139685,0.1152875
0.25,0.9,0.3397125,0.0743475
0.25,0.9,0.266375,0.077055
0.25,0.9,0.2547525,0.0727325
0.25,0.9,0.2343625,0.091865
0.25,0.9,0.279205,0.086705
0.25,0.9,0.2422925,0.08617
0.25,0.95,0.2708175,0.07769
0.25,0.95,0.285395,0.09289
0.25,0.95,0.2640975,0.0847075
0.25,0.95,0.2720975,0.0895475
0.25,0.95,0.253655,0.08224
0.25,0.95,0.2550575,0.0801675
0.25,0.95,0.1451825,0.114295
0.25,0.95,0.2480925,0.08461
0.25,0.95,0.232225,0.0774575
0.25,0.95,0.273995,0.074475
0.3,0,0.8355575,0.0235775
0.3,0,0.794305,0.02365
0.3,0,0.829825,0.0237575
0.3,0,0.8300625,0.0236825
0.3,0,0.822205,0.0235575
0.3,0,0.8320975,0.023505
0.3,0,0.82657,0.02333
0.3,0,0.8374175,0.023535
0.3,0,0.8482125,0.023685
0.3,0,0.809,0.0235
0.3,0.05,0.6710025,0.038105
0.3,0.05,0.6340675,0.03873
0.3,0.05,0.60427,0.0390175
0.3,0.05,0.6542825,0.037175
0.3,0.05,0.6437675,0.038795
0.3,0.05,0.670105,0.0368525
0.3,0.05,0.5686575,0.0417025
0.3,0.05,0.63717,0.0376325
0.3,0.05,0.59552,0.041365
0.3,0.05,0.62432,0.03846
0.3,0.1,0.395075,0.05226
0.3,0.1,0.470785,0.0499725
0.3,0.1,0.4449925,0.053865
0.3,0.1,0.4123175,0.049505
0.3,0.1,0.4321425,0.054125
0.3,0.1,0.442955,0.0489375
0.3,0.1,0.4182775,0.0511125
0.3,0.1,0.40628,0.0562925
0.3,0.1,0.4121125,0.0503075
0.3,0.1,0.44893,0.0529325
0.3,0.15,0.4078475,0.0596825
0.3,0.15,0.3617,0.07202
0.3,0.15,0.3314125,0.0826475
0.3,0.15,0.3333525,0.066285
0.3,0.15,0.3731425,0.0674825
0.3,0.15,0.3500775,0.068495
0.3,0.15,0.37491,0.062965
0.3,0.15,0.37999,0.0714075
0.3,0.15,0.3680275,0.055695
0.3,0.15,0.3503875,0.0691175
0.3,0.2,0.2424775,0.087125
0.3,0.2,0.31475,0.08934
0.3,0.2,0.2635575,0.0907225
0.3,0.2,0.2618525,0.08694
0.3,0.2,0.25501,0.0854125
0.3,0.2,0.2957125,0.081435
0.3,0.2,0.2840825,0.087055
0.3,0.2,0.2854775,0.083465
0.3,0.2,0.2664225,0.0798825
0.3,0.2,0.276785,0.0862275
0.3,0.25,0.24674,0.08842
0.3,0.25,0.2807775,0.072915
0.3,0.25,0.280795,0.0870425
0.3,0.25,0.2472475,0.084055
0.3,0.25,0.275755,0.0842175
0.3,0.25,0.2841025,0.0705725
0.3,0.25,0.2407125,0.0855725
0.3,0.25,0.24792,0.0789775
0.3,0.25,0.2525875,0.086085
0.3,0.25,0.32325,0.076915
0.3,0.3,0.2475575,0.085185
0.3,0.3,0.257255,0.088215
0.3,0.3,0.25968,0.0847525
0.3,0.3,0.228645,0.0802925
0.3,0.3,0.2544425,0.078915
0.3,0.3,0.24517,0.0716875
0.3,0.3,0.232175,0.08266
0.3,0.3,0.2922775,0.079915
0.3,0.3,0.24637,0.085675
0.3,0.3,0.264645,0.0894425
0.3,0.35,0.2668225,0.0865725
0.3,0.35,0.275875,0.082315
0.3,0.35,0.249595,0.0851875
0.3,0.35,0.25131,0.0884775
0.3,0.35,0.27561,0.0804725
0.3,0.35,0.2389,0.0802125
0.3,0.35,0.2269525,0.08212
0.3,0.35,0.2582275,0.08723
0.3,0.35,0.2832325,0.08887
0.3,0.35,0.2759775,0.0867575
0.3,0.4,0.2677925,0.08482
0.3,0.4,0.235015,0.0791325
0.3,0.4,0.22668,0.0844825
0.3,0.4,0.249375,0.089655
0.3,0.4,0.2589225,0.0957075
0.3,0.4,0.23741,0.0869275
0.3,0.4,0.25106,0.093645
0.3,0.4,0.2506675,0.0813125
0.3,0.4,0.2501925,0.091525
0.3,0.4,0.2472575,0.083115
0.3,0.45,0.319335,0.0746675
0.3,0.45,0.2894175,0.0822125
0.3,0.45,0.24345,0.0859
0.3,0.45,0.2464275,0.0813775
0.3,0.45,0.3069475,0.0845875
0.3,0.45,0.2547825,0.085665
0.3,0.45,0.2636225,0.08503
0.3,0.45,0.307015,0.06936
0.3,0.45,0.288875,0.081345
0.3,0.45,0.2577275,0.0780075
0.3,0.5,0.2234075,0.0837375
0.3,0.5,0.2416975,0.08382
0.3,0.5,0.2568975,0.085385
0.3,0.5,0.2898475,0.0739675
0.3,0.5,0.2452975,0.081485
0.3,0.5,0.2735175,0.07883
0.3,0.5,0.2580975,0.0887925
0.3,0.5,0.2725725,0.08125
0.3,0.5,0.2389175,0.0822075
0.3,0.5,0.2646075,0.08565
0.3,0.55,0.2460175,0.0868625
0.3,0.55,0.2868425,0.091775
0.3,0.55,0.247615,0.0881875
0.3,0.55,0.2743475,0.0774725
0.3,0.55,0.2381875,0.0813275
0.3,0.55,0.267415,0.0773875
0.3,0.55,0.2259925,0.0796575
0.3,0.55,0.23719,0.0846775
0.3,0.55,0.2688325,0.0871375
0.3,0.55,0.237865,0.082635
0.3,0.6,0.23905,0.08726
0.3,0.6,0.246375,0.0856475
0.3,0.6,0.2621175,0.0809025
0.3,0.6,0.290425,0.0802825
0.3,0.6,0.2382375,0.088855
0.3,0.6,0.27941,0.0749875
0.3,0.6,0.274075,0.0917375
0.3,0.6,0.2759525,0.086845
0.3,0.6,0.23031,0.082075
0.3,0.6,0.2553525,0.0870325
0.3,0.65,0.2363475,0.088485
0.3,0.65,0.249155,0.08353
0.3,0.65,0.2561425,0.07598
0.3,0.65,0.2380625,0.08285
0.3,0.65,0.2471425,0.0813625
0.3,0.65,0.2356875,0.0824975
0.3,0.65,0.233355,0.0886375
0.3,0.65,0.24337,0.08494
0.3,0.65,0.2505725,0.09225
0.3,0.65,0.26522,0.0812925
0.3,0.7,0.2371025,0.0804925
0.3,0.7,0.252635,0.0878575
0.3,0.7,0.2250475,0.08409
0.3,0.7,0.26084,0.0916925
0.3,0.7,0.2519175,0.0810475
0.3,0.7,0.2539325,0.08368
0.3,0.7,0.2394975,0.0915025
0.3,0.7,0.2490625,0.08512
0.3,0.7,0.2377725,0.0880825
0.3,0.7,0.2363675,0.08162
0.3,0.75,0.3039125,0.07594
0.3,0.75,0.242795,0.0842625
0.3,0.75,0.252945,0.0861775
0.3,0.75,0.23565,0.0792
0.3,0.75,0.2333125,0.08737
0.3,0.75,0.3020475,0.0788725
0.3,0.75,0.2649575,0.0754625
0.3,0.75,0.286375,0.0885575
0.3,0.75,0.2269025,0.0852125
0.3,0.75,0.2307475,0.08288
0.3,0.8,0.26948,0.0882125
0.3,0.8,0.2452425,0.07849
0.3,0.8,0.24108,0.0851875
0.3,0.8,0.2584025,0.073865
0.3,0.8,0.2315275,0.084605
0.3,0.8,0.250985,0.0916625
0.3,0.8,0.22583,0.0828
0.3,0.8,0.263255,0.087865
0.3,0.8,0.2341625,0.086815
0.3,0.8,0.2469975,0.0914625
0.3,0.85,0.24392,0.100335
0.3,0.85,0.28043,0.076455
0.3,0.85,0.29697,0.0758325
0.3,0.85,0.247635,0.083935
0.3,0.85,0.2301025,0.085245
0.3,0.85,0.27547,0.0842825
0.3,0.85,0.2390625,0.089205
0.3,0.85,0.24244,0.0848875
0.3,0.85,0.26506,0.081935
0.3,0.85,0.3279025,0.05935
0.3,0.9,0.290815,0.07225
0.3,0.9,0.2491025,0.0804925
0.3,0.9,0.280375,0.0775075
0.3,0.9,0.299755,0.0774425
0.3,0.9,0.283765,0.0805575
0.3,0.9,0.2469675,0.0764175
0.3,0.9,0.2560675,0.082015
0.3,0.9,0.242255,0.081855
0.3,0.9,0.2638925,0.08641
0.3,0.9,0.26415,0.0870975
0.3,0.95,0.2506775,0.079405
0.3,0.95,0.2501725,0.085035
0.3,0.95,0.24477,0.07416
0.3,0.95,0.25785,0.0794425
0.3,0.95,0.273585,0.0815475
0.3,0.95,0.269155,0.08365
0.3,0.95,0.3166775,0.0713675
0.3,0.95,0.23307,0.0812675
0.3,0.95,0.2692475,0.0838125
0.3,0.95,0.2777425,0.078205
0.35,0,0.8342975,0.0234025
0.35,0,0.831075,0.0232225
0.35,0,0.84886,0.02349
0.35,0,0.833105,0.0233525
0.35,0,0.8330225,0.023535
0.35,0,0.83598,0.02324
0.35,0,0.8088925,0.02349
0.35,0,0.812125,0.02341
0.35,0,0.8284625,0.0232825
0.35,0,0.8341,0.02363
0.35,0.05,0.6338525,0.038365
0.35,0.05,0.6298675,0.03818
0.35,0.05,0.6409175,0.0366075
0.35,0.05,0.637175,0.03754
0.35,0.05,0.592485,0.0399975
0.35,0.05,0.6386125,0.034485
0.35,0.05,0.60554,0.0375825
0.35,0.05,0.6278825,0.038605
0.35,0.05,0.6455875,0.035295
0.35,0.05,0.592265,0.03972
0.35,0.1,0.4017975,0.056955
0.35,0.1,0.4169525,0.05169
0.35,0.1,0.463275,0.05124
0.35,0.1,0.4592375,0.053695
0.35,0.1,0.3655175,0.0501975
0.35,0.1,0.413565,0.0492625
0.35,0.1,0.4840475,0.052475
0.35,0.1,0.5006625,0.04765
0.35,0.1,0.43419,0.0564575
0.35,0.1,0.42973,0.051825
0.35,0.15,0.3727675,0.057245
0.35,0.15,0.3482075,0.0640375
0.35,0.15,0.350385,0.0596525
0.35,0.15,0.3675975,0.0731175
0.35,0.15,0.328585,0.070445
0.35,0.15,0.3608825,0.07629
0.35,0.15,0.3565375,0.0556175
0.35,0.15,0.39495,0.0581275
0.35,0.15,0.382785,0.05147
0.35,0.15,0.346065,0.0554975
0.35,0.2,0.27302,0.08621
0.35,0.2,0.28106,0.09179
0.35,0.2,0.2916175,0.09237
0.35,0.2,0.272405,0.0745225
0.35,0.2,0.3168525,0.081465
0.35,0.2,0.2745275,0.0749075
0.35,0.2,0.28464,0.0832475
0.35,0.2,0.3548525,0.07239
0.35,0.2,0.2549425,0.08949
0.35,0.2,0.2490225,0.082465
0.35,0.25,0.2565225,0.0825875
0.35,0.25,0.2642775,0.091195
0.35,0.25,0.2685375,0.0851875
0.35,0.25,0.269165,0.078585
0.35,0.25,0.270445,0.08407
0.35,0.25,0.246915,0.0883875
0.35,0.25,0.3004825,0.09095
0.35,0.25,0.2944975,0.0903075
0.35,0.25,0.31639,0.081065
0.35,0.25,0.2466,0.085565
0.35,0.3,0.2270675,0.0839825
0.35,0.3,0.2370025,0.0832425
0.35,0.3,0.2406325,0.08527
0.35,0.3,0.2465575,0.08521
0.35,0.3,0.2391775,0.0871075
0.35,0.3,0.236225,0.0847925
0.35,0.3,0.251475,0.0792825
0.35,0.3,0.235385,0.085265
0.35,0.3,0.22537,0.08628
0.35,0.3,0.258725,0.08853
0.35,0.35,0.2350075,0.0885375
0.35,0.35,0.2398425,0.086515
0.35,0.35,0.2539925,0.08878
0.35,0.35,0.257065,0.0914025
0.35,0.35,0.2784875,0.073075
0.35,0.35,0.2726025,0.0922875
0.35,0.35,0.233585,0.0811225
0.35,0.35,0.2517375,0.0932075
0.35,0.35,0.2494875,0.0885475
0.35,0.35,0.2521725,0.078985
0.35,0.4,0.2493325,0.0842325
0.35,0.4,0.2511175,0.0854325
0.35,0.4,0.2374425,0.0858475
0.35,0.4,0.268155,0.08153
0.35,0.4,0.2610775,0.09113
0.35,0.4,0.2503825,0.08405
0.35,0.4,0.2350425,0.0845725
0.35,0.4,0.228415,0.0819825
0.35,0.4,0.24695,0.08822
0.35,0.4,0.2477375,0.087585
0.35,0.45,0.24014,0.08553
0.35,0.45,0.2535125,0.091555
0.35,0.45,0.2624625,0.08747
0.35,0.45,0.26262,0.0866625
0.35,0.45,0.2557925,0.0863775
0.35,0.45,0.2593075,0.0872225
0.35,0.45,0.2385225,0.0862425
0.35,0.45,0.2499275,0.0895025
0.35,0.45,0.2414525,0.084955
0.35,0.45,0.256055,0.0830475
0.35,0.5,0.269215,0.083995
0.35,0.5,0.236185,0.0842275
0.35,0.5,0.2508675,0.08437
0.35,0.5,0.23417,0.081025
0.35,0.5,0.238235,0.0883575
0.35,0.5,0.25061,0.0815125
0.35,0.5,0.2415425,0.08152
0.35,0.5,0.26613,0.07034
0.35,0.5,0.2501025,0.088305
0.35,0.5,0.265395,0.08803
0.35,0.55,0.25574,0.0794425
0.35,0.55,0.2741075,0.0777625
0.35,0.55,0.285595,0.074665
0.35,0.55,0.254525,0.0909325
0.35,0.55,0.22911,0.082195
0.35,0.55,0.251195,0.073515
0.35,0.55,0.2468275,0.0833925
0.35,0.55,0.24508,0.0883425
0.35,0.55,0.2761775,0.0865225
0.35,0.55,0.234095,0.0864725
0.35,0.6,0.2343225,0.08731
0.35,0.6,0.239685,0.09174
0.35,0.6,0.23971,0.0830375
0.35,0.6,0.23529,0.08396
0.35,0.6,0.2881325,0.0828975
0.35,0.6,0.21882,0.0830325
0.35,0.6,0.2586475,0.090205
0.35,0.6,0.26621,0.0786975
0.35,0.6,0.27877,0.093125
0.35,0.6,0.221925,0.0789
0.35,0.65,0.26975,0.0780825
0.35,0.65,0.28326,0.090895
0.35,0.65,0.24285,0.0899075
0.35,0.65,0.2633825,0.0879475
0.35,0.65,0.255825,0.0932825
0.35,0.65,0.2706075,0.0874525
0.35,0.65,0.2293475,0.0811875
0.35,0.65,0.2615275,0.080325
0.35,0.65,0.270295,0.0875075
0.35,0.65,0.236355,0.080625
0.35,0.7,0.2554325,0.0882275
0.35,0.7,0.2538375,0.0822075
0.35,0.7,0.252335,0.0846275
0.35,0.7,0.2357325,0.0852775
0.35,0.7,0.2354725,0.07891
0.35,0.7,0.2344475,0.0839025
0.35,0.7,0.2474775,0.0858525
0.35,0.7,0.2353225,0.0829
0.35,0.7,0.2414675,0.0866325
0.35,0.7,0.256395,0.0855975
0.35,0.75,0.21945,0.08218
0.35,0.75,0.2321525,0.0861075
0.35,0.75,0.243705,0.087175
0.35,0.75,0.262225,0.08585
0.35,0.75,0.2453825,0.0847375
0.35,0.75,0.243495,0.08328
0.35,0.75,0.2363525,0.0827275
0.35,0.75,0.23292,0.07941
0.35,0.75,0.2533375,0.0764075
0.35,0.75,0.2326075,0.084885
0.35,0.8,0.2355725,0.0885675
0.35,0.8,0.242895,0.08453
0.35,0.8,0.227565,0.0820275
0.35,0.8,0.23044,0.0866025
0.35,0.8,0.23977,0.088
0.35,0.8,0.23205,0.0866825
0.35,0.8,0.2736125,0.085255
0.35,0.8,0.2477,0.08444
0.35,0.8,0.2316125,0.0871975
